Temperature	Time
22.24,1.21
22.24,1.81
22.24,2.41
22.24,3.02
22.24,3.62
22.24,4.23
22.24,4.83
22.24,5.43
22.23,6.04
22.23,6.64
22.23,7.25
22.23,7.85
22.23,8.45
22.23,9.06
22.23,9.66
22.22,10.27
22.23,10.87
22.27,11.47
22.33,12.08
22.42,12.68
22.52,13.28
22.63,13.89
22.76,14.49
22.89,15.1
23.02,15.7
23.16,16.3
23.3,16.91
23.43,17.51
23.57,18.12
23.71,18.72
23.85,19.32
23.99,19.93
24.13,20.53
24.26,21.14
24.38,21.74
24.48,22.34
24.58,22.95
24.67,23.55
24.75,24.16
24.83,24.76
24.91,25.36
24.98,25.97
25.04,26.57
25.11,27.18
25.17,27.78
25.23,28.38
25.29,28.99
25.35,29.59
25.41,30.2
25.46,30.8
25.52,31.4
25.57,32.01
25.63,32.61
25.68,33.22
25.73,33.82
25.78,34.42
25.83,35.03
25.88,35.63
25.93,36.24
25.98,36.84
26.03,37.44
26.07,38.05
26.12,38.65
26.17,39.26
26.21,39.86
26.26,40.46
26.31,41.07
26.35,41.67
26.4,42.28
26.44,42.88
26.48,43.48
26.53,44.09
26.57,44.69
26.61,45.3
26.65,45.9
26.69,46.5
26.73,47.11
26.77,47.71
26.81,48.32
26.85,48.92
26.89,49.52
26.92,50.13
26.96,50.73
27,51.34
27.03,51.94
27.07,52.54
27.1,53.15
27.14,53.75
27.18,54.36
27.22,54.96
27.25,55.56
27.29,56.17
27.33,56.77
27.37,57.38
27.4,57.98
27.44,58.58
27.48,59.19
27.52,59.79
27.56,60.4
27.59,61
27.63,61.6
27.67,62.21
27.71,62.81
27.74,63.42
27.77,64.02
27.81,64.62
27.85,65.23
27.88,65.83
27.92,66.44
27.95,67.04
27.98,67.64
28.01,68.25
28.04,68.85
28.07,69.45
28.1,70.06
28.14,70.66
28.17,71.27
28.2,71.87
28.24,72.47
28.27,73.08
28.3,73.68
28.34,74.29
28.37,74.89
28.4,75.5
28.43,76.1
28.46,76.7
28.48,77.31
28.51,77.91
28.53,78.51
28.55,79.12
28.58,79.72
28.6,80.33
28.62,80.93
28.64,81.53
28.67,82.14
28.69,82.74
28.71,83.35
28.73,83.95
28.75,84.55
28.77,85.16
28.79,85.76
28.81,86.37
28.83,86.97
28.85,87.57
28.87,88.18
28.9,88.78
28.91,89.39
28.94,89.99
28.96,90.59
28.98,91.2
29,91.8
29.02,92.41
29.04,93.01
29.06,93.61
29.08,94.22
29.1,94.82
29.12,95.43
29.13,96.03
29.15,96.63
29.17,97.24
29.18,97.84
29.19,98.45
29.21,99.05
29.23,99.65
29.24,100.26
29.26,100.86
29.27,101.47
29.28,102.07
29.3,102.67
29.31,103.28
29.33,103.88
29.34,104.49
