Temperature	Time
30.5,1.21
30.46,1.81
30.4,2.41
30.35,3.02
30.29,3.62
30.22,4.23
30.16,4.83
30.09,5.43
30.02,6.04
29.95,6.64
29.89,7.25
29.82,7.85
29.76,8.45
29.69,9.06
29.62,9.66
29.55,10.26
29.49,10.87
29.42,11.47
29.36,12.08
29.29,12.68
29.23,13.28
29.17,13.89
29.11,14.49
29.05,15.1
28.98,15.7
28.93,16.3
28.86,16.91
28.81,17.51
28.75,18.12
28.69,18.72
28.63,19.32
28.57,19.93
28.52,20.53
28.46,21.14
28.41,21.74
28.35,22.34
28.3,22.95
28.24,23.55
28.19,24.16
28.14,24.76
28.09,25.36
28.04,25.97
27.99,26.57
27.94,27.17
27.9,27.78
27.87,28.38
27.84,28.99
27.81,29.59
27.79,30.19
27.77,30.8
27.75,31.4
27.73,32.01
27.71,32.61
27.7,33.22
27.69,33.82
27.68,34.42
27.67,35.03
27.66,35.63
27.66,36.24
27.65,36.84
27.65,37.44
27.64,38.05
27.64,38.65
27.63,39.26
27.63,39.86
27.63,40.46
27.62,41.07
27.62,41.67
27.62,42.28
27.61,42.88
27.61,43.48
27.61,44.09
27.6,44.69
27.6,45.29
27.6,45.9
27.6,46.5
27.59,47.11
27.59,47.71
27.59,48.31
27.59,48.92
27.59,49.52
27.58,50.13
27.58,50.73
27.57,51.34
27.57,51.94
27.56,52.54
27.56,53.15
27.55,53.75
27.54,54.35
27.54,54.96
27.53,55.56
27.53,56.17
27.53,56.77
27.52,57.37
27.52,57.98
27.52,58.58
27.52,59.19
27.52,59.79
27.52,60.39
27.52,61
27.52,61.6
27.52,62.21
27.51,62.81
27.51,63.41
27.51,64.02
27.5,64.62
27.5,65.23
27.5,65.83
27.5,66.43
27.5,67.04
27.49,67.64
27.49,68.25
27.49,68.85
27.49,69.45
27.49,70.06
27.48,70.66
27.48,71.27
27.48,71.87
27.48,72.47
27.48,73.08
27.48,73.68
27.47,74.29
27.47,74.89
27.47,75.49
27.47,76.1
27.47,76.7
27.47,77.3
27.47,77.91
27.47,78.51
27.47,79.12
27.47,79.72
27.46,80.32
27.46,80.93
27.46,81.53
27.46,82.14
27.46,82.74
27.45,83.35
27.45,83.95
27.45,84.55
27.45,85.16
27.45,85.76
27.44,86.37
27.44,86.97
27.44,87.57
27.43,88.18
27.43,88.78
27.43,89.38
27.42,89.99
27.42,90.59
27.42,91.2
27.42,91.8
27.41,92.4
27.41,93.01
27.41,93.61
27.4,94.22
27.4,94.82
27.4,95.43
27.39,96.03
27.39,96.63
27.39,97.24
27.38,97.84
27.38,98.44
27.38,99.05
27.37,99.65
27.37,100.26
27.37,100.86
27.37,101.46
27.36,102.07
27.36,102.67
27.36,103.28
27.36,103.88
27.36,104.48
27.36,105.09
27.36,105.69
27.36,106.3
27.36,106.9
27.37,107.5
27.36,108.11
27.36,108.71
27.36,109.32
27.36,109.92
27.36,110.53
27.36,111.13
27.36,111.73
27.36,112.34
27.36,112.94
27.36,113.55
27.36,114.15
27.36,114.75
27.36,115.36
27.36,115.96
27.36,116.57
27.36,117.17
27.35,117.77
27.35,118.38
27.35,118.98
27.34,119.59
27.34,120.19
27.34,120.79
27.34,121.4
27.33,122
27.33,122.61
27.33,123.21
27.33,123.81
27.32,124.42
27.32,125.02
27.32,125.63
27.32,126.23
27.32,126.83
27.32,127.44
27.32,128.04
27.31,128.65
27.31,129.25
27.31,129.86
27.31,130.46
27.3,131.06
27.3,131.67
27.3,132.27
27.3,132.88
27.29,133.48
27.29,134.08
27.29,134.69
27.29,135.29
27.29,135.9
27.29,136.5
27.28,137.1
27.28,137.71
27.28,138.31
27.28,138.91
27.29,139.52
27.28,140.12
27.29,140.73
27.29,141.33
27.29,141.94
27.29,142.54
27.29,143.14
27.28,143.75
27.28,144.35
27.28,144.96
27.28,145.56
27.28,146.16
27.28,146.77
27.28,147.37
27.28,147.98
27.28,148.58
27.28,149.18
27.28,149.79
27.28,150.39
27.27,151
27.28,151.6
27.28,152.2
27.28,152.81
27.28,153.41
27.28,154.02
27.28,154.62
27.28,155.23
27.28,155.83
27.28,156.43
27.28,157.04
27.28,157.64
27.28,158.24
27.28,158.85
27.28,159.45
27.28,160.06
27.27,160.66
27.27,161.27
27.27,161.87
27.27,162.47
27.26,163.08
27.26,163.68
27.26,164.29
27.26,164.89
27.26,165.49
27.26,166.1
27.26,166.7
27.25,167.31
27.25,167.91
27.25,168.51
27.25,169.12
27.25,169.72
27.25,170.33
27.25,170.93
27.25,171.53
27.25,172.14
27.25,172.74
27.25,173.35
27.25,173.95
27.25,174.55
27.25,175.16
27.25,175.76
27.25,176.37
27.24,176.97
27.24,177.57
27.24,178.18
27.24,178.78
27.24,179.39
27.24,179.99
27.24,180.59
27.24,181.2
27.24,181.8
27.24,182.41
27.24,183.01
27.24,183.61
27.24,184.22
27.24,184.82
27.24,185.43
27.24,186.03
27.23,186.63
27.23,187.24
27.23,187.84
27.22,188.45
27.22,189.05
27.22,189.66
27.22,190.26
27.22,190.86
27.22,191.47
27.21,192.07
27.21,192.68
27.21,193.28
27.21,193.88
27.21,194.49
27.21,195.09
27.21,195.7
27.21,196.3
27.21,196.9
27.21,197.51
27.21,198.11
27.21,198.72
27.21,199.32
27.21,199.92
27.21,200.53
27.21,201.13
27.21,201.74
27.21,202.34
27.21,202.94
27.21,203.55
27.21,204.15
27.21,204.76
27.2,205.36
27.2,205.96
27.2,206.57
27.19,207.17
27.19,207.78
27.19,208.38
27.18,208.98
27.18,209.59
27.17,210.19
27.17,210.8
27.17,211.4
27.17,212
27.17,212.61
27.17,213.21
27.16,213.82
27.17,214.42
27.17,215.02
27.16,215.63
27.16,216.23
27.16,216.84
27.16,217.44
27.16,218.05
27.16,218.65
27.16,219.25
27.16,219.86
27.16,220.46
27.16,221.07
27.17,221.67
27.16,222.27
27.16,222.88
27.16,223.48
27.16,224.08
27.16,224.69
27.16,225.29
27.16,225.9
27.16,226.5
27.16,227.11
27.16,227.71
27.16,228.31
27.16,228.92
27.16,229.52
27.16,230.13
27.16,230.73
27.16,231.33
27.15,231.94
27.15,232.54
27.15,233.15
27.14,233.75
27.14,234.35
27.14,234.96
27.13,235.56
27.12,236.17
27.12,236.77
27.11,237.37
27.11,237.98
27.11,238.58
27.11,239.19
27.1,239.79
27.1,240.39
27.1,241
27.1,241.6
27.09,242.21
27.09,242.81
27.09,243.41
27.1,244.02
27.09,244.62
27.09,245.23
27.1,245.83
27.1,246.43
27.1,247.04
27.1,247.64
27.1,248.25
27.1,248.85
27.1,249.46
27.1,250.06
27.1,250.66
27.1,251.27
27.1,251.87
27.1,252.48
