Temperature	Time
38.94,1.4
38.94,2.1
38.94,2.9
38.94,3.6
38.94,4.4
38.94,5.1
38.94,5.9
38.94,7.4
38.94,8.1
38.94,8.9
38.94,9.7
38.94,10.5
38.94,11.3
38.94,12.1
38.94,12.8
38.94,13.6
38.94,14.4
38.93,15.2
38.93,16
38.93,16.8
38.93,17.6
38.93,18.4
38.93,19.2
38.94,20
38.94,20.8
38.94,21.6
38.94,22.4
38.94,23.2
38.94,24
38.94,24.8
38.94,25.6
38.94,26.4
38.94,27.2
38.94,28
38.94,28.8
38.94,29.6
38.94,30.4
38.94,31.2
38.94,32
38.94,32.8
38.94,33.6
38.94,34.4
38.94,35.2
38.94,36
38.94,36.8
38.94,37.6
38.94,38.4
38.94,39.2
38.94,40
38.94,40.8
38.94,41.6
38.94,42.4
38.94,43.2
38.94,44
38.94,44.8
38.94,45.6
38.94,46.4
38.95,47.2
38.95,48.1
38.94,48.9
38.94,49.7
38.94,50.5
38.94,51.3
38.94,52.1
38.94,52.9
38.94,53.7
38.94,54.5
38.94,55.2
38.94,56
38.94,56.8
38.94,57.6
38.94,58.4
38.94,59.2
38.94,60
38.94,60.8
38.94,61.6
38.94,62.4
38.94,63.2
38.94,64
38.94,64.8
38.94,65.6
38.94,66.4
38.94,67.2
38.94,68
38.94,68.7
38.94,69.5
38.94,70.3
38.94,71.1
38.94,71.9
38.94,72.7
38.94,73.5
38.94,74.2
38.94,75
38.94,75.8
38.94,76.6
38.93,77.4
38.93,78.2
38.93,79
38.93,79.7
38.93,80.5
